datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,monitored_facility,contingency_facility,shadow_price
6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,6/30/2025 7:00:00 PM,6/30/2025 3:00:00 PM,Burr Oak - Plymouth 138kV 13819 l/o Burr Oak - Hiple 345kV 34529,L345.BurrOak-Hiple,-100.57
6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,6/30/2025 7:00:00 PM,6/30/2025 3:00:00 PM,CHESTNUT115 KV  CHE-FRE7,ACTUAL,-318.60
6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,6/30/2025 7:00:00 PM,6/30/2025 3:00:00 PM,COOLSPRI230 KV  COL-MIL,L230.IndianRiver-Milford.23034,-55.64
6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,6/30/2025 7:00:00 PM,6/30/2025 3:00:00 PM,ELDRED  230 KV  ELD-SUN,ACTUAL,-62.20
6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,6/30/2025 7:00:00 PM,6/30/2025 3:00:00 PM,KAMMER2 138 KV  KAM-NAT,ACTUAL,-17.16
6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,6/30/2025 7:00:00 PM,6/30/2025 3:00:00 PM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-297.28
6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,6/30/2025 7:00:00 PM,6/30/2025 3:00:00 PM,MIDDLJCT115 KV  MID-YOR8,L115.MiddletownJct-Collins (Sctnlz),-214.94
6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,6/30/2025 7:00:00 PM,6/30/2025 3:00:00 PM,MONR AE 69 KV   MON-VINE,L230.Cumberland-Orchard.2314,-22.68
6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,6/30/2025 7:00:00 PM,6/30/2025 3:00:00 PM,North Port - Albionim l/o Robison Park 345/138 T5 XF,345/138.RobisonPark.T5,-233.90
6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,6/30/2025 7:00:00 PM,6/30/2025 3:00:00 PM,PLEASNTV TX3       XFORMER   H  500 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-448.16
6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,6/30/2025 7:00:00 PM,6/30/2025 3:00:00 PM,VINELAND69 KV   0712,L69.Monroe-Vineland.0711,-17.37
6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,12 DRESDEN  45TR81 CT       H  345 KV,L345.Lockport-Kendall.10805,-129.06
6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,94 HAURD-11323    11323     A  138 KV,L345.Nelson-ElectricJct.15502,-18.99
6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,BRAMBLET-EVRGREEN 2172B     A 230 KV,L230.Buttermilk-Beaumeade.2152,-861.43
6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,BRUNNERI230 KV  BRU-YOR,L500.Conastone-PeachBottom.5012,-63.46
6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,Burr Oak - Plymouth 138kV 13819 l/o Burr Oak - Hiple 345kV 34529,L345.BurrOak-Hiple,-22.53
6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,CHESTNUT115 KV  CHE-FRE7,ACTUAL,-221.87
6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,CLY     115 KV  CLY-YOR,L115.MiddletownJct-Collins (Sctnlz),-23.01
6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,Cherry Valley-Silver Lake 15616 345kV l/o Byron-Wayne 0626 345 kV,L345.Byron-Wayne.0626,-19.74
6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,ELDRED  230 KV  ELD-SUN,ACTUAL,-55.16
6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,KAMMER2 138 KV  KAM-NAT,ACTUAL,-12.78
6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-272.78
6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,MIDDLJCT115 KV  MID-YOR8,L115.MiddletownJct-Collins (Sctnlz),-146.13
6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,North Port - Albionim l/o Robison Park 345/138 T5 XF,345/138.RobisonPark.T5,-196.01
6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,PLEASNTV TX3       XFORMER   H  500 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-186.10
6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,SAPONY  230 KV  TX2,ACTUAL,-2.06
6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,6/30/2025 6:00:00 PM,6/30/2025 2:00:00 PM,SHENANGO138 KV  SHE-SHA1,ACTUAL,-3.83
6/30/2025 4:00:00 PM,6/30/2025 12:00:00 PM,6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,12 DRESDEN  45TR81 CT       H  345 KV,L345.Lockport-Kendall.10805,-115.92
6/30/2025 4:00:00 PM,6/30/2025 12:00:00 PM,6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,BRAMBLET-EVRGREEN 2172B     A 230 KV,L230.Buttermilk-Beaumeade.2152,-953.22
6/30/2025 4:00:00 PM,6/30/2025 12:00:00 PM,6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,BRUNNERI230 KV  BRU-YOR,L500.Conastone-PeachBottom.5012,-106.29
6/30/2025 4:00:00 PM,6/30/2025 12:00:00 PM,6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,ELDRED  230 KV  ELD-SUN,ACTUAL,-3.68
6/30/2025 4:00:00 PM,6/30/2025 12:00:00 PM,6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-275.77
6/30/2025 4:00:00 PM,6/30/2025 12:00:00 PM,6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,MIDDLJCT115 KV  MID-YOR8,L115.MiddletownJct-Collins (Sctnlz),-123.59
6/30/2025 4:00:00 PM,6/30/2025 12:00:00 PM,6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,North Port - Albionim l/o Robison Park 345/138 T5 XF,345/138.RobisonPark.T5,-193.37
6/30/2025 4:00:00 PM,6/30/2025 12:00:00 PM,6/30/2025 5:00:00 PM,6/30/2025 1:00:00 PM,SAPONY  230 KV  TX2,ACTUAL,-18.21
6/30/2025 3:00:00 PM,6/30/2025 11:00:00 AM,6/30/2025 4:00:00 PM,6/30/2025 12:00:00 PM,12 DRESDEN  45TR81 CT       H  345 KV,L345.Lockport-Kendall.10805,-57.63
6/30/2025 3:00:00 PM,6/30/2025 11:00:00 AM,6/30/2025 4:00:00 PM,6/30/2025 12:00:00 PM,ASHBURN-GOOSECRE 227D       B  230 KV,L230.Beaumead-Ashburn-PleasantView.274,-124.83
6/30/2025 3:00:00 PM,6/30/2025 11:00:00 AM,6/30/2025 4:00:00 PM,6/30/2025 12:00:00 PM,BERGEN  230 KV  BER-HUD,ACTUAL,-2.06
6/30/2025 3:00:00 PM,6/30/2025 11:00:00 AM,6/30/2025 4:00:00 PM,6/30/2025 12:00:00 PM,BRUNNERI230 KV  BRU-YOR,L500.Conastone-PeachBottom.5012,-65.36
6/30/2025 3:00:00 PM,6/30/2025 11:00:00 AM,6/30/2025 4:00:00 PM,6/30/2025 12:00:00 PM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-227.92
6/30/2025 3:00:00 PM,6/30/2025 11:00:00 AM,6/30/2025 4:00:00 PM,6/30/2025 12:00:00 PM,MIDDLJCT115 KV  MID-YOR8,L115.MiddletownJct-Collins (Sctnlz),-24.02
6/30/2025 3:00:00 PM,6/30/2025 11:00:00 AM,6/30/2025 4:00:00 PM,6/30/2025 12:00:00 PM,North Port - Albionim l/o Robison Park 345/138 T5 XF,345/138.RobisonPark.T5,-119.77
6/30/2025 3:00:00 PM,6/30/2025 11:00:00 AM,6/30/2025 4:00:00 PM,6/30/2025 12:00:00 PM,PLEASNTV TX3       XFORMER   H  500 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-99.48
6/30/2025 3:00:00 PM,6/30/2025 11:00:00 AM,6/30/2025 4:00:00 PM,6/30/2025 12:00:00 PM,SAPONY  230 KV  TX2,ACTUAL,-15.72
6/30/2025 2:00:00 PM,6/30/2025 10:00:00 AM,6/30/2025 3:00:00 PM,6/30/2025 11:00:00 AM,12 DRESDEN  45TR81 CT       H  345 KV,L345.Lockport-Kendall.10805,-39.91
6/30/2025 2:00:00 PM,6/30/2025 10:00:00 AM,6/30/2025 3:00:00 PM,6/30/2025 11:00:00 AM,ASHBURN-GOOSECRE 227D       B  230 KV,L230.Beaumead-Ashburn-PleasantView.274,-44.52
6/30/2025 2:00:00 PM,6/30/2025 10:00:00 AM,6/30/2025 3:00:00 PM,6/30/2025 11:00:00 AM,BERGEN  230 KV  BER-HUD,ACTUAL,-4.23
6/30/2025 2:00:00 PM,6/30/2025 10:00:00 AM,6/30/2025 3:00:00 PM,6/30/2025 11:00:00 AM,BRUNNERI230 KV  BRU-YOR,L500.Conastone-PeachBottom.5012,-16.04
6/30/2025 2:00:00 PM,6/30/2025 10:00:00 AM,6/30/2025 3:00:00 PM,6/30/2025 11:00:00 AM,KINGSTON69 KV   KST-WOR,ACTUAL,-5.86
6/30/2025 2:00:00 PM,6/30/2025 10:00:00 AM,6/30/2025 3:00:00 PM,6/30/2025 11:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-210.31
6/30/2025 2:00:00 PM,6/30/2025 10:00:00 AM,6/30/2025 3:00:00 PM,6/30/2025 11:00:00 AM,MARSHRUN230 KV  280A,L500.Loudoun-Morrisville.569,-33.78
6/30/2025 2:00:00 PM,6/30/2025 10:00:00 AM,6/30/2025 3:00:00 PM,6/30/2025 11:00:00 AM,MIDDLJCT115 KV  MID-YOR8,L115.MiddletownJct-Collins (Sctnlz),-51.51
6/30/2025 2:00:00 PM,6/30/2025 10:00:00 AM,6/30/2025 3:00:00 PM,6/30/2025 11:00:00 AM,North Port - Albionim l/o Robison Park 345/138 T5 XF,345/138.RobisonPark.T5,-49.16
6/30/2025 2:00:00 PM,6/30/2025 10:00:00 AM,6/30/2025 3:00:00 PM,6/30/2025 11:00:00 AM,PLEASNTV TX3       XFORMER   H  500 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-40.51
6/30/2025 2:00:00 PM,6/30/2025 10:00:00 AM,6/30/2025 3:00:00 PM,6/30/2025 11:00:00 AM,SAPONY  230 KV  TX2,ACTUAL,-9.12
6/30/2025 1:00:00 PM,6/30/2025 9:00:00 AM,6/30/2025 2:00:00 PM,6/30/2025 10:00:00 AM,12 DRESDEN  45TR81 CT       H  345 KV,L345.Lockport-Kendall.10805,-24.72
6/30/2025 1:00:00 PM,6/30/2025 9:00:00 AM,6/30/2025 2:00:00 PM,6/30/2025 10:00:00 AM,ASHBURN-GOOSECRE 227D       B  230 KV,L230.Beaumead-Ashburn-PleasantView.274,-25.18
6/30/2025 1:00:00 PM,6/30/2025 9:00:00 AM,6/30/2025 2:00:00 PM,6/30/2025 10:00:00 AM,BERGEN  230 KV  BER-HUD,ACTUAL,-2.14
6/30/2025 1:00:00 PM,6/30/2025 9:00:00 AM,6/30/2025 2:00:00 PM,6/30/2025 10:00:00 AM,BRUNNERI230 KV  BRU-YOR,L500.Conastone-PeachBottom.5012,-5.89
6/30/2025 1:00:00 PM,6/30/2025 9:00:00 AM,6/30/2025 2:00:00 PM,6/30/2025 10:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-229.06
6/30/2025 1:00:00 PM,6/30/2025 9:00:00 AM,6/30/2025 2:00:00 PM,6/30/2025 10:00:00 AM,MARSHRUN230 KV  280A,L500.Loudoun-Morrisville.569,-53.92
6/30/2025 1:00:00 PM,6/30/2025 9:00:00 AM,6/30/2025 2:00:00 PM,6/30/2025 10:00:00 AM,North Port - Albionim l/o Robison Park 345/138 T5 XF,345/138.RobisonPark.T5,-5.92
6/30/2025 1:00:00 PM,6/30/2025 9:00:00 AM,6/30/2025 2:00:00 PM,6/30/2025 10:00:00 AM,SAPONY  230 KV  TX2,ACTUAL,-9.89
6/30/2025 12:00:00 PM,6/30/2025 8:00:00 AM,6/30/2025 1:00:00 PM,6/30/2025 9:00:00 AM,ASHBURN-GOOSECRE 227D       B  230 KV,L230.Beaumead-Ashburn-PleasantView.274,-10.33
6/30/2025 12:00:00 PM,6/30/2025 8:00:00 AM,6/30/2025 1:00:00 PM,6/30/2025 9:00:00 AM,BERGEN  230 KV  BER-HUD,ACTUAL,-2.17
6/30/2025 12:00:00 PM,6/30/2025 8:00:00 AM,6/30/2025 1:00:00 PM,6/30/2025 9:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-232.16
6/30/2025 12:00:00 PM,6/30/2025 8:00:00 AM,6/30/2025 1:00:00 PM,6/30/2025 9:00:00 AM,SAPONY  230 KV  TX2,ACTUAL,-7.74
6/30/2025 11:00:00 AM,6/30/2025 7:00:00 AM,6/30/2025 12:00:00 PM,6/30/2025 8:00:00 AM,BERGEN  230 KV  BER-HUD,ACTUAL,-4.39
6/30/2025 11:00:00 AM,6/30/2025 7:00:00 AM,6/30/2025 12:00:00 PM,6/30/2025 8:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-198.34
6/30/2025 11:00:00 AM,6/30/2025 7:00:00 AM,6/30/2025 12:00:00 PM,6/30/2025 8:00:00 AM,SAPONY  230 KV  TX2,ACTUAL,-5.34
6/30/2025 10:00:00 AM,6/30/2025 6:00:00 AM,6/30/2025 11:00:00 AM,6/30/2025 7:00:00 AM,02FAYET 138 KV  02F-EFY,ACTUAL,-0.76
6/30/2025 10:00:00 AM,6/30/2025 6:00:00 AM,6/30/2025 11:00:00 AM,6/30/2025 7:00:00 AM,BERGEN  230 KV  BER-HUD,ACTUAL,-3.31
6/30/2025 10:00:00 AM,6/30/2025 6:00:00 AM,6/30/2025 11:00:00 AM,6/30/2025 7:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-214.39
6/30/2025 10:00:00 AM,6/30/2025 6:00:00 AM,6/30/2025 11:00:00 AM,6/30/2025 7:00:00 AM,OTTCRKPL230 KV  OTT-YOR,L500.Conastone-PeachBottom.5012,-4.87
6/30/2025 9:00:00 AM,6/30/2025 5:00:00 AM,6/30/2025 10:00:00 AM,6/30/2025 6:00:00 AM,BERGEN  230 KV  BER-HUD,ACTUAL,-0.07
6/30/2025 9:00:00 AM,6/30/2025 5:00:00 AM,6/30/2025 10:00:00 AM,6/30/2025 6:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-119.77
6/30/2025 9:00:00 AM,6/30/2025 5:00:00 AM,6/30/2025 10:00:00 AM,6/30/2025 6:00:00 AM,OTTCRKPL230 KV  OTT-YOR,L500.Conastone-PeachBottom.5012,-4.79
6/30/2025 8:00:00 AM,6/30/2025 4:00:00 AM,6/30/2025 9:00:00 AM,6/30/2025 5:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-83.97
6/30/2025 8:00:00 AM,6/30/2025 4:00:00 AM,6/30/2025 9:00:00 AM,6/30/2025 5:00:00 AM,OTTCRKPL230 KV  OTT-YOR,L500.Conastone-PeachBottom.5012,-14.72
6/30/2025 7:00:00 AM,6/30/2025 3:00:00 AM,6/30/2025 8:00:00 AM,6/30/2025 4:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-84.79
6/30/2025 7:00:00 AM,6/30/2025 3:00:00 AM,6/30/2025 8:00:00 AM,6/30/2025 4:00:00 AM,OTTCRKPL230 KV  OTT-YOR,L500.Conastone-PeachBottom.5012,-9.06
6/30/2025 6:00:00 AM,6/30/2025 2:00:00 AM,6/30/2025 7:00:00 AM,6/30/2025 3:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-116.20
6/30/2025 6:00:00 AM,6/30/2025 2:00:00 AM,6/30/2025 7:00:00 AM,6/30/2025 3:00:00 AM,OTTCRKPL230 KV  OTT-YOR,L500.Conastone-PeachBottom.5012,-8.12
6/30/2025 5:00:00 AM,6/30/2025 1:00:00 AM,6/30/2025 6:00:00 AM,6/30/2025 2:00:00 AM,02FAYET 138 KV  02F-EFY,ACTUAL,-0.21
6/30/2025 5:00:00 AM,6/30/2025 1:00:00 AM,6/30/2025 6:00:00 AM,6/30/2025 2:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-150.95
6/30/2025 5:00:00 AM,6/30/2025 1:00:00 AM,6/30/2025 6:00:00 AM,6/30/2025 2:00:00 AM,OTTCRKPL230 KV  OTT-YOR,L500.Conastone-PeachBottom.5012,-14.84
6/30/2025 4:00:00 AM,6/30/2025 12:00:00 AM,6/30/2025 5:00:00 AM,6/30/2025 1:00:00 AM,02FAYET 138 KV  02F-EFY,ACTUAL,-0.59
6/30/2025 4:00:00 AM,6/30/2025 12:00:00 AM,6/30/2025 5:00:00 AM,6/30/2025 1:00:00 AM,12 DRESDEN  45TR81 CT       H  345 KV,L345.Lockport-Kendall.10805,-6.85
6/30/2025 4:00:00 AM,6/30/2025 12:00:00 AM,6/30/2025 5:00:00 AM,6/30/2025 1:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-186.43
6/30/2025 4:00:00 AM,6/30/2025 12:00:00 AM,6/30/2025 5:00:00 AM,6/30/2025 1:00:00 AM,OTTCRKPL230 KV  OTT-YOR,L500.Conastone-PeachBottom.5012,-28.09
6/30/2025 3:00:00 AM,6/29/2025 11:00:00 PM,6/30/2025 4:00:00 AM,6/30/2025 12:00:00 AM,02FAYET 138 KV  02F-EFY,ACTUAL,-7.97
6/30/2025 3:00:00 AM,6/29/2025 11:00:00 PM,6/30/2025 4:00:00 AM,6/30/2025 12:00:00 AM,12 DRESDEN  45TR81 CT       H  345 KV,L345.Lockport-Kendall.10805,-2.18
6/30/2025 3:00:00 AM,6/29/2025 11:00:00 PM,6/30/2025 4:00:00 AM,6/30/2025 12:00:00 AM,HOMERCIT345 KV  TR4_N,ACTUAL,-10.79
6/30/2025 3:00:00 AM,6/29/2025 11:00:00 PM,6/30/2025 4:00:00 AM,6/30/2025 12:00:00 AM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-699.40
6/30/2025 3:00:00 AM,6/29/2025 11:00:00 PM,6/30/2025 4:00:00 AM,6/30/2025 12:00:00 AM,OTTCRKPL230 KV  OTT-YOR,L500.Conastone-PeachBottom.5012,-39.77
6/30/2025 2:00:00 AM,6/29/2025 10:00:00 PM,6/30/2025 3:00:00 AM,6/29/2025 11:00:00 PM,02FAYET 138 KV  02F-EFY,ACTUAL,-11.57
6/30/2025 2:00:00 AM,6/29/2025 10:00:00 PM,6/30/2025 3:00:00 AM,6/29/2025 11:00:00 PM,BRUNNERI230 KV  BRU-YOR,L500.Conastone-PeachBottom.5012,-13.07
6/30/2025 2:00:00 AM,6/29/2025 10:00:00 PM,6/30/2025 3:00:00 AM,6/29/2025 11:00:00 PM,HOMERCIT345 KV  TR4_N,ACTUAL,-169.81
6/30/2025 2:00:00 AM,6/29/2025 10:00:00 PM,6/30/2025 3:00:00 AM,6/29/2025 11:00:00 PM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-967.79
6/30/2025 2:00:00 AM,6/29/2025 10:00:00 PM,6/30/2025 3:00:00 AM,6/29/2025 11:00:00 PM,LORETTO 138 KV  LOR-VIE,230/138.PineyGrove.AT20,-6.41
6/30/2025 2:00:00 AM,6/29/2025 10:00:00 PM,6/30/2025 3:00:00 AM,6/29/2025 11:00:00 PM,NOTTINGH230 KV  2-3,L500.Conastone-PeachBottom.5012,-67.29
6/30/2025 2:00:00 AM,6/29/2025 10:00:00 PM,6/30/2025 3:00:00 AM,6/29/2025 11:00:00 PM,OTTCRKPL230 KV  OTT-YOR,L500.Conastone-PeachBottom.5012,-37.72
6/30/2025 2:00:00 AM,6/29/2025 10:00:00 PM,6/30/2025 3:00:00 AM,6/29/2025 11:00:00 PM,SEDGEHIL230 KV  TX1,230/115.SedgeHill.TX2,-26.82
6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,6/30/2025 2:00:00 AM,6/29/2025 10:00:00 PM,02FAYET 138 KV  02F-EFY,ACTUAL,-10.23
6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,6/30/2025 2:00:00 AM,6/29/2025 10:00:00 PM,12 DRESDEN  45TR81 CT       H  345 KV,L345.Lockport-Kendall.10805,-96.21
6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,6/30/2025 2:00:00 AM,6/29/2025 10:00:00 PM,BERGEN  230 KV  BER-HUD,ACTUAL,-10.73
6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,6/30/2025 2:00:00 AM,6/29/2025 10:00:00 PM,BRUNNERI230 KV  BRU-YOR,L500.Conastone-PeachBottom.5012,-15.53
6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,6/30/2025 2:00:00 AM,6/29/2025 10:00:00 PM,COOLSPRI230 KV  COL-MIL,L230.IndianRiver-Milford.23034,-15.31
6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,6/30/2025 2:00:00 AM,6/29/2025 10:00:00 PM,HOMERCIT345 KV  TR4_N,ACTUAL,-105.82
6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,6/30/2025 2:00:00 AM,6/29/2025 10:00:00 PM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-824.08
6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,6/30/2025 2:00:00 AM,6/29/2025 10:00:00 PM,LORETTO 138 KV  LOR-VIE,230/138.PineyGrove.AT20,-9.46
6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,6/30/2025 2:00:00 AM,6/29/2025 10:00:00 PM,MONR AE 69 KV   MON-VINE,L230.Cumberland-Orchard.2314,-4.47
6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,6/30/2025 2:00:00 AM,6/29/2025 10:00:00 PM,NOTTINGH230 KV  2-3,L500.Conastone-PeachBottom.5012,-113.88
6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,6/30/2025 2:00:00 AM,6/29/2025 10:00:00 PM,OTTCRKPL230 KV  OTT-YOR,L500.Conastone-PeachBottom.5012,-46.68
6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,6/30/2025 2:00:00 AM,6/29/2025 10:00:00 PM,SEDGEHIL230 KV  TX1,230/115.SedgeHill.TX2,-10.38
6/30/2025 12:00:00 AM,6/29/2025 8:00:00 PM,6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,12 DRESDEN  45TR81 CT       H  345 KV,L345.Lockport-Kendall.10805,-246.05
6/30/2025 12:00:00 AM,6/29/2025 8:00:00 PM,6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,94 HAURD-11323    11323     A  138 KV,L345.Nelson-ElectricJct.15502,-17.03
6/30/2025 12:00:00 AM,6/29/2025 8:00:00 PM,6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,BRUNNERI230 KV  BRU-YOR,L500.Conastone-PeachBottom.5012,-11.19
6/30/2025 12:00:00 AM,6/29/2025 8:00:00 PM,6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,COOLSPRI230 KV  COL-MIL,L230.IndianRiver-Milford.23034,-83.83
6/30/2025 12:00:00 AM,6/29/2025 8:00:00 PM,6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,CRANBERY138 KV  CRA-TRA,ACTUAL,-68.69
6/30/2025 12:00:00 AM,6/29/2025 8:00:00 PM,6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,Cherry Valley-Silver Lake 15616 345kV l/o Byron-Wayne 0626 345 kV,L345.Byron-Wayne.0626,-11.37
6/30/2025 12:00:00 AM,6/29/2025 8:00:00 PM,6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,GRACETON230 KV  GRA-MANO,L500.Conastone-PeachBottom.5012,-64.10
6/30/2025 12:00:00 AM,6/29/2025 8:00:00 PM,6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,HOMERCIT345 KV  TR4_N,ACTUAL,-3.86
6/30/2025 12:00:00 AM,6/29/2025 8:00:00 PM,6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-697.00
6/30/2025 12:00:00 AM,6/29/2025 8:00:00 PM,6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,LORETTO 138 KV  LOR-VIE,230/138.PineyGrove.AT20,-30.47
6/30/2025 12:00:00 AM,6/29/2025 8:00:00 PM,6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,MIDDLJCT115 KV  MID-YOR8,L115.MiddletownJct-Collins (Sctnlz),-89.25
6/30/2025 12:00:00 AM,6/29/2025 8:00:00 PM,6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,MONR AE 69 KV   MON-VINE,L230.Cumberland-Orchard.2314,-16.59
6/30/2025 12:00:00 AM,6/29/2025 8:00:00 PM,6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,NOTTINGH230 KV  2-3,L500.Conastone-PeachBottom.5012,-168.08
6/30/2025 12:00:00 AM,6/29/2025 8:00:00 PM,6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,OREGONDP115 KV  ORE-PEA,ACTUAL,-51.91
6/30/2025 12:00:00 AM,6/29/2025 8:00:00 PM,6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,OTTCRKPL230 KV  OTT-YOR,L500.Conastone-PeachBottom.5012,-31.62
6/30/2025 12:00:00 AM,6/29/2025 8:00:00 PM,6/30/2025 1:00:00 AM,6/29/2025 9:00:00 PM,PRESTON 69 KV   PRE-TAN,230/138.Vienna.AT20,-17.38
