Datetime (HB),neg_shadow_price,shadow_price
2025-05-19T05:00:00.000000-0500,-206.77,206.77
2025-05-19T06:00:00.000000-0500,-257.76,257.76
2025-05-19T07:00:00.000000-0500,-279.46,279.46
2025-05-19T08:00:00.000000-0500,-322.59,322.59
2025-05-19T09:00:00.000000-0500,-444.55,444.55
2025-05-19T10:00:00.000000-0500,-509.95,509.95
2025-05-19T11:00:00.000000-0500,-578.34,578.34
2025-05-19T12:00:00.000000-0500,-720.13,720.13
2025-05-19T13:00:00.000000-0500,-1064.59,1064.59
2025-05-19T14:00:00.000000-0500,-1321.66,1321.66
2025-05-19T15:00:00.000000-0500,-1300.86,1300.86
2025-05-19T16:00:00.000000-0500,-1584.68,1584.68
2025-05-19T17:00:00.000000-0500,-1677.64,1677.64
2025-05-19T18:00:00.000000-0500,-1632.67,1632.67
2025-05-19T19:00:00.000000-0500,-1497.84,1497.84
2025-05-19T20:00:00.000000-0500,-787.54,787.54
2025-05-19T21:00:00.000000-0500,-566.8,566.8
2025-05-19T22:00:00.000000-0500,-334.81,334.81
2025-05-19T23:00:00.000000-0500,-249.41,249.41
2025-05-20T00:00:00.000000-0500,-211.19,211.19
2025-05-20T01:00:00.000000-0500,-195.63,195.63
2025-05-20T02:00:00.000000-0500,-237.66,237.66
2025-05-20T03:00:00.000000-0500,-279.93,279.93
2025-05-20T04:00:00.000000-0500,-305.5,305.5
2025-05-20T05:00:00.000000-0500,-371.78,371.78
2025-05-20T06:00:00.000000-0500,-298.23,298.23
2025-05-20T07:00:00.000000-0500,-231.74,231.74
2025-05-20T08:00:00.000000-0500,-290.53,290.53
2025-05-20T09:00:00.000000-0500,-316.95,316.95
2025-05-20T10:00:00.000000-0500,-309.05,309.05
2025-05-20T11:00:00.000000-0500,-336.15,336.15
2025-05-20T12:00:00.000000-0500,-339.73,339.73
2025-05-20T13:00:00.000000-0500,-333.51,333.51
2025-05-20T14:00:00.000000-0500,-350.52,350.52
2025-05-20T15:00:00.000000-0500,-531.49,531.49
2025-05-20T16:00:00.000000-0500,-498.25,498.25
2025-05-20T17:00:00.000000-0500,-539.9,539.9
2025-05-20T18:00:00.000000-0500,-600.74,600.74
2025-05-20T19:00:00.000000-0500,-658.05,658.05
2025-05-20T20:00:00.000000-0500,-384.2,384.2
2025-05-20T21:00:00.000000-0500,-216.54,216.54
2025-05-20T22:00:00.000000-0500,-132.96,132.96
2025-05-20T23:00:00.000000-0500,-118.61,118.61
2025-05-21T00:00:00.000000-0500,-92.97,92.97
2025-05-21T01:00:00.000000-0500,-136.57,136.57
2025-05-21T02:00:00.000000-0500,-121.68,121.68
2025-05-21T03:00:00.000000-0500,-150.02,150.02
2025-05-21T04:00:00.000000-0500,-238.15,238.15
2025-05-21T05:00:00.000000-0500,-247.74,247.74
2025-05-21T06:00:00.000000-0500,-195.82,195.82
2025-05-21T07:00:00.000000-0500,-152.59,152.59
2025-05-21T08:00:00.000000-0500,-154.24,154.24
2025-05-21T09:00:00.000000-0500,-176.46,176.46
2025-05-21T10:00:00.000000-0500,-228.66,228.66
2025-05-21T11:00:00.000000-0500,-365.66,365.66
2025-05-21T12:00:00.000000-0500,-394.87,394.87
2025-05-21T13:00:00.000000-0500,-324.99,324.99
2025-05-21T14:00:00.000000-0500,-388.14,388.14
2025-05-21T15:00:00.000000-0500,-655.42,655.42
2025-05-21T16:00:00.000000-0500,-350.51,350.51
2025-05-21T17:00:00.000000-0500,-391.8,391.8
2025-05-21T18:00:00.000000-0500,-309.45,309.45
2025-05-21T19:00:00.000000-0500,-217.28,217.28
2025-05-21T20:00:00.000000-0500,-191.01,191.01
2025-05-21T21:00:00.000000-0500,-114.71,114.71
2025-05-21T22:00:00.000000-0500,-90.43,90.43
2025-05-21T23:00:00.000000-0500,-36.83,36.83
2025-05-22T00:00:00.000000-0500,-32.24,32.24
2025-05-22T01:00:00.000000-0500,-34.27,34.27
2025-05-22T02:00:00.000000-0500,-35.59,35.59
2025-05-22T03:00:00.000000-0500,-66.59,66.59
2025-05-22T04:00:00.000000-0500,-86.52,86.52
2025-05-22T05:00:00.000000-0500,-114.34,114.34
2025-05-22T06:00:00.000000-0500,-96.31,96.31
2025-05-22T07:00:00.000000-0500,-257.4,257.4
2025-05-22T08:00:00.000000-0500,-291.28,291.28
2025-05-22T09:00:00.000000-0500,-316.1,316.1
2025-05-22T10:00:00.000000-0500,-415.9,415.9
2025-05-22T11:00:00.000000-0500,-473.12,473.12
2025-05-22T12:00:00.000000-0500,-496.25,496.25
2025-05-22T13:00:00.000000-0500,-498.01,498.01
2025-05-22T14:00:00.000000-0500,-440.44,440.44
2025-05-22T15:00:00.000000-0500,-722.71,722.71
2025-05-22T16:00:00.000000-0500,-669.48,669.48
2025-05-22T17:00:00.000000-0500,-226.95,226.95
2025-05-22T18:00:00.000000-0500,-227.65,227.65
2025-05-22T19:00:00.000000-0500,-168.75,168.75
2025-05-22T20:00:00.000000-0500,-186.15,186.15
2025-05-22T21:00:00.000000-0500,-122.56,122.56
2025-05-22T22:00:00.000000-0500,-40.77,40.77
2025-05-22T23:00:00.000000-0500,-28.69,28.69
2025-05-23T00:00:00.000000-0500,-23.93,23.93
2025-05-23T01:00:00.000000-0500,-27.95,27.95
2025-05-23T02:00:00.000000-0500,-34.07,34.07
2025-05-23T03:00:00.000000-0500,-28.88,28.88
2025-05-23T04:00:00.000000-0500,-95.95,95.95
2025-05-23T05:00:00.000000-0500,-82.21,82.21
2025-05-23T06:00:00.000000-0500,-103.89,103.89
2025-05-23T07:00:00.000000-0500,-298.48,298.48
2025-05-23T08:00:00.000000-0500,-253.18,253.18
2025-05-23T09:00:00.000000-0500,-337.07,337.07
2025-05-23T10:00:00.000000-0500,-344.54,344.54
2025-05-23T11:00:00.000000-0500,-313.51,313.51
2025-05-23T12:00:00.000000-0500,-277.64,277.64
2025-05-23T13:00:00.000000-0500,-270.79,270.79
2025-05-23T14:00:00.000000-0500,-490.06,490.06
2025-05-23T15:00:00.000000-0500,-248.97,248.97
2025-05-23T16:00:00.000000-0500,-151.74,151.74
2025-05-23T17:00:00.000000-0500,-82.81,82.81
2025-05-23T18:00:00.000000-0500,-87.11,87.11
2025-05-23T19:00:00.000000-0500,-186.2,186.2
2025-05-23T20:00:00.000000-0500,-75.75,75.75
2025-05-23T21:00:00.000000-0500,-86.79,86.79
2025-05-23T22:00:00.000000-0500,-56.23,56.23
2025-05-24T00:00:00.000000-0500,-2,2
2025-05-24T01:00:00.000000-0500,-2.04,2.04
2025-05-24T02:00:00.000000-0500,-2.56,2.56
2025-05-24T03:00:00.000000-0500,-0.13,0.13
2025-05-24T05:00:00.000000-0500,-6.09,6.09
2025-05-24T06:00:00.000000-0500,-6.51,6.51
2025-05-24T07:00:00.000000-0500,-126.33,126.33
2025-05-24T08:00:00.000000-0500,-116.79,116.79
2025-05-24T09:00:00.000000-0500,-132.34,132.34
2025-05-24T10:00:00.000000-0500,-109.51,109.51
2025-05-24T11:00:00.000000-0500,-100.07,100.07
2025-05-24T12:00:00.000000-0500,-93.04,93.04
2025-05-24T13:00:00.000000-0500,-106.11,106.11
2025-05-24T14:00:00.000000-0500,-106.83,106.83
2025-05-24T15:00:00.000000-0500,-91.73,91.73
2025-05-24T16:00:00.000000-0500,-58.63,58.63
2025-05-24T17:00:00.000000-0500,-46.37,46.37
2025-05-24T18:00:00.000000-0500,-61.17,61.17
2025-05-24T19:00:00.000000-0500,-57.02,57.02
2025-05-24T20:00:00.000000-0500,-35.68,35.68
2025-05-24T21:00:00.000000-0500,-26.02,26.02
2025-05-24T22:00:00.000000-0500,-19.65,19.65
2025-05-24T23:00:00.000000-0500,-5.58,5.58
2025-05-25T00:00:00.000000-0500,-3.81,3.81
2025-05-25T01:00:00.000000-0500,-1.8,1.8
2025-05-25T02:00:00.000000-0500,-5.66,5.66
2025-05-25T03:00:00.000000-0500,-1.08,1.08
2025-05-25T04:00:00.000000-0500,-0.12,0.12
2025-05-25T06:00:00.000000-0500,-3.83,3.83
2025-05-25T07:00:00.000000-0500,-49.94,49.94
2025-05-25T08:00:00.000000-0500,-63.27,63.27
2025-05-25T09:00:00.000000-0500,-88.01,88.01
2025-05-25T10:00:00.000000-0500,-81.32,81.32
2025-05-25T11:00:00.000000-0500,-73.05,73.05
2025-05-25T12:00:00.000000-0500,-55.05,55.05
2025-05-25T13:00:00.000000-0500,-61.77,61.77
2025-05-25T14:00:00.000000-0500,-61.08,61.08
2025-05-25T15:00:00.000000-0500,-53.78,53.78
2025-05-25T16:00:00.000000-0500,-45.96,45.96
2025-05-25T17:00:00.000000-0500,-34.53,34.53
2025-05-25T18:00:00.000000-0500,-45.11,45.11
2025-05-25T19:00:00.000000-0500,-45.14,45.14
2025-05-25T20:00:00.000000-0500,-32.26,32.26
2025-05-25T21:00:00.000000-0500,-22.29,22.29
2025-05-25T22:00:00.000000-0500,-23.44,23.44
2025-05-25T23:00:00.000000-0500,-4.06,4.06
2025-05-26T00:00:00.000000-0500,-1.17,1.17
2025-05-26T01:00:00.000000-0500,-4.31,4.31
2025-05-26T02:00:00.000000-0500,-3.81,3.81
2025-05-26T03:00:00.000000-0500,-5.27,5.27
2025-05-26T04:00:00.000000-0500,-2.67,2.67
2025-05-26T05:00:00.000000-0500,-12.73,12.73
2025-05-26T06:00:00.000000-0500,-83.64,83.64
2025-05-26T07:00:00.000000-0500,-19.59,19.59
2025-05-26T08:00:00.000000-0500,-29.63,29.63
2025-05-26T09:00:00.000000-0500,-29.32,29.32
2025-05-26T10:00:00.000000-0500,-32.91,32.91
2025-05-26T11:00:00.000000-0500,-32.47,32.47
2025-05-26T12:00:00.000000-0500,-53.94,53.94
2025-05-26T13:00:00.000000-0500,-51.31,51.31
2025-05-26T14:00:00.000000-0500,-64.5,64.5
2025-05-26T15:00:00.000000-0500,-108.76,108.76
2025-05-26T16:00:00.000000-0500,-62.77,62.77
2025-05-26T17:00:00.000000-0500,-71.55,71.55
2025-05-26T18:00:00.000000-0500,-78.03,78.03
2025-05-26T19:00:00.000000-0500,-59.94,59.94
2025-05-26T20:00:00.000000-0500,-44.81,44.81
2025-05-26T21:00:00.000000-0500,-31.16,31.16
2025-05-26T22:00:00.000000-0500,-12.16,12.16
2025-05-26T23:00:00.000000-0500,-35.68,35.68
2025-05-27T00:00:00.000000-0500,-41.48,41.48
2025-05-27T01:00:00.000000-0500,-43.64,43.64
2025-05-27T02:00:00.000000-0500,-37.26,37.26
2025-05-27T03:00:00.000000-0500,-39.11,39.11
2025-05-27T04:00:00.000000-0500,-88.06,88.06
2025-05-27T05:00:00.000000-0500,-660.87,660.87
2025-05-27T06:00:00.000000-0500,-156.02,156.02
2025-05-27T07:00:00.000000-0500,-199.57,199.57
2025-05-27T08:00:00.000000-0500,-186.14,186.14
2025-05-27T09:00:00.000000-0500,-216.32,216.32
2025-05-27T10:00:00.000000-0500,-267.01,267.01
2025-05-27T11:00:00.000000-0500,-303.7,303.7
2025-05-27T12:00:00.000000-0500,-306.08,306.08
2025-05-27T13:00:00.000000-0500,-319.35,319.35
2025-05-27T14:00:00.000000-0500,-309.32,309.32
2025-05-27T15:00:00.000000-0500,-383.17,383.17
2025-05-27T16:00:00.000000-0500,-321.26,321.26
2025-05-27T17:00:00.000000-0500,-311.64,311.64
2025-05-27T18:00:00.000000-0500,-253.84,253.84
2025-05-27T19:00:00.000000-0500,-302.43,302.43
2025-05-27T20:00:00.000000-0500,-262.96,262.96
2025-05-27T21:00:00.000000-0500,-264.97,264.97
2025-05-27T22:00:00.000000-0500,-162.2,162.2
2025-05-27T23:00:00.000000-0500,-64.04,64.04
2025-05-28T00:00:00.000000-0500,-46.21,46.21
2025-05-28T01:00:00.000000-0500,-53.99,53.99
2025-05-28T02:00:00.000000-0500,-59.2,59.2
2025-05-28T03:00:00.000000-0500,-63.58,63.58
2025-05-28T04:00:00.000000-0500,-107.63,107.63
2025-05-28T05:00:00.000000-0500,-175.74,175.74
2025-05-28T06:00:00.000000-0500,-201.76,201.76
2025-05-28T07:00:00.000000-0500,-262.29,262.29
2025-05-28T08:00:00.000000-0500,-219.58,219.58
2025-05-28T09:00:00.000000-0500,-164.36,164.36
2025-05-28T10:00:00.000000-0500,-283.44,283.44
2025-05-28T11:00:00.000000-0500,-389.55,389.55
2025-05-28T12:00:00.000000-0500,-410.04,410.04
2025-05-28T13:00:00.000000-0500,-411.13,411.13
2025-05-28T14:00:00.000000-0500,-420.07,420.07
2025-05-28T15:00:00.000000-0500,-548.88,548.88
2025-05-28T16:00:00.000000-0500,-424.06,424.06
2025-05-28T17:00:00.000000-0500,-523.66,523.66
2025-05-28T18:00:00.000000-0500,-533.52,533.52
2025-05-28T19:00:00.000000-0500,-404.04,404.04
2025-05-28T20:00:00.000000-0500,-322.72,322.72
2025-05-28T21:00:00.000000-0500,-211.1,211.1
2025-05-28T22:00:00.000000-0500,-136.94,136.94
2025-05-28T23:00:00.000000-0500,-150.33,150.33
2025-05-29T00:00:00.000000-0500,-121.51,121.51
2025-05-29T01:00:00.000000-0500,-92.6,92.6
2025-05-29T02:00:00.000000-0500,-98.99,98.99
2025-05-29T03:00:00.000000-0500,-93.04,93.04
2025-05-29T04:00:00.000000-0500,-172.88,172.88
2025-05-29T05:00:00.000000-0500,-323.96,323.96
2025-05-29T06:00:00.000000-0500,-398.15,398.15
2025-05-29T07:00:00.000000-0500,-432.9,432.9
2025-05-29T08:00:00.000000-0500,-476.11,476.11
2025-05-29T09:00:00.000000-0500,-462.38,462.38
2025-05-29T10:00:00.000000-0500,-718.34,718.34
2025-05-29T11:00:00.000000-0500,-429.39,429.39
2025-05-29T12:00:00.000000-0500,-445.64,445.64
2025-05-29T13:00:00.000000-0500,-520.91,520.91
2025-05-29T14:00:00.000000-0500,-649.64,649.64
2025-05-29T15:00:00.000000-0500,-942.48,942.48
2025-05-29T16:00:00.000000-0500,-822.14,822.14
2025-05-29T17:00:00.000000-0500,-781.23,781.23
2025-05-29T18:00:00.000000-0500,-849.75,849.75
2025-05-29T19:00:00.000000-0500,-829.36,829.36
2025-05-29T20:00:00.000000-0500,-620.71,620.71
2025-05-29T21:00:00.000000-0500,-505.3,505.3
2025-05-29T22:00:00.000000-0500,-400.36,400.36
2025-05-29T23:00:00.000000-0500,-240.27,240.27
2025-05-30T00:00:00.000000-0500,-68.97,68.97
2025-05-30T01:00:00.000000-0500,-55.6,55.6
2025-05-30T02:00:00.000000-0500,-65.28,65.28
2025-05-30T03:00:00.000000-0500,-69.76,69.76
2025-05-30T04:00:00.000000-0500,-115.7,115.7
2025-05-30T05:00:00.000000-0500,-301.91,301.91
2025-05-30T06:00:00.000000-0500,-257.01,257.01
2025-05-30T07:00:00.000000-0500,-243.24,243.24
2025-05-30T08:00:00.000000-0500,-299.73,299.73
2025-05-30T09:00:00.000000-0500,-292.65,292.65
2025-05-30T10:00:00.000000-0500,-373.62,373.62
2025-05-30T11:00:00.000000-0500,-516.25,516.25
2025-05-30T12:00:00.000000-0500,-695.29,695.29
2025-05-30T13:00:00.000000-0500,-915.34,915.34
2025-05-30T14:00:00.000000-0500,-908.19,908.19
2025-05-30T15:00:00.000000-0500,-2134.27,2134.27
2025-05-30T16:00:00.000000-0500,-1466.85,1466.85
2025-05-30T17:00:00.000000-0500,-705.25,705.25
2025-05-30T18:00:00.000000-0500,-433.96,433.96
2025-05-30T19:00:00.000000-0500,-295.85,295.85
2025-05-30T20:00:00.000000-0500,-178.88,178.88
2025-05-30T21:00:00.000000-0500,-134.53,134.53
2025-05-30T22:00:00.000000-0500,-109.67,109.67
2025-05-30T23:00:00.000000-0500,-56.18,56.18
2025-05-31T00:00:00.000000-0500,-44.1,44.1
2025-05-31T01:00:00.000000-0500,-27.05,27.05
2025-05-31T02:00:00.000000-0500,-12.78,12.78
2025-05-31T03:00:00.000000-0500,-11.6,11.6
2025-05-31T04:00:00.000000-0500,-25.66,25.66
2025-05-31T05:00:00.000000-0500,-32.16,32.16
2025-05-31T06:00:00.000000-0500,-40.14,40.14
2025-05-31T07:00:00.000000-0500,-92.72,92.72
2025-05-31T08:00:00.000000-0500,-140.06,140.06
2025-05-31T09:00:00.000000-0500,-173.19,173.19
2025-05-31T10:00:00.000000-0500,-121.36,121.36
2025-05-31T11:00:00.000000-0500,-120.36,120.36
2025-05-31T12:00:00.000000-0500,-93.88,93.88
2025-05-31T13:00:00.000000-0500,-46.89,46.89
2025-05-31T14:00:00.000000-0500,-104.42,104.42
2025-05-31T15:00:00.000000-0500,-76.87,76.87
2025-05-31T16:00:00.000000-0500,-359.18,359.18
2025-05-31T17:00:00.000000-0500,-380.21,380.21
2025-05-31T18:00:00.000000-0500,-616.44,616.44
2025-05-31T19:00:00.000000-0500,-292.75,292.75
2025-05-31T20:00:00.000000-0500,-220.53,220.53
2025-05-31T21:00:00.000000-0500,-170.35,170.35
2025-05-31T22:00:00.000000-0500,-74.02,74.02
2025-05-31T23:00:00.000000-0500,-18.71,18.71
2025-06-01T00:00:00.000000-0500,-28.88,28.88
2025-06-01T01:00:00.000000-0500,-15.48,15.48
2025-06-01T02:00:00.000000-0500,-51.6,51.6
2025-06-01T03:00:00.000000-0500,-15.1,15.1
2025-06-01T04:00:00.000000-0500,-49.02,49.02
2025-06-01T05:00:00.000000-0500,-157.11,157.11
2025-06-01T06:00:00.000000-0500,-127.43,127.43
2025-06-01T07:00:00.000000-0500,-126.9,126.9
2025-06-01T08:00:00.000000-0500,-151.74,151.74
2025-06-01T09:00:00.000000-0500,-153.74,153.74
2025-06-01T10:00:00.000000-0500,-181.71,181.71
2025-06-01T11:00:00.000000-0500,-116.64,116.64
2025-06-01T12:00:00.000000-0500,-177.4,177.4
2025-06-01T13:00:00.000000-0500,-184.67,184.67
2025-06-01T14:00:00.000000-0500,-221.93,221.93
2025-06-01T15:00:00.000000-0500,-272.27,272.27
2025-06-01T16:00:00.000000-0500,-527.38,527.38
2025-06-01T17:00:00.000000-0500,-484.94,484.94
2025-06-01T18:00:00.000000-0500,-306.09,306.09
2025-06-01T19:00:00.000000-0500,-385.53,385.53
2025-06-01T20:00:00.000000-0500,-399.54,399.54
2025-06-01T21:00:00.000000-0500,-325.84,325.84
2025-06-01T22:00:00.000000-0500,-199.35,199.35
2025-06-01T23:00:00.000000-0500,-196.97,196.97
2025-06-02T00:00:00.000000-0500,-198.1,198.1
2025-06-02T01:00:00.000000-0500,-192.24,192.24
2025-06-02T02:00:00.000000-0500,-195.85,195.85
2025-06-02T03:00:00.000000-0500,-218.88,218.88
2025-06-02T04:00:00.000000-0500,-236.61,236.61
2025-06-02T05:00:00.000000-0500,-379.09,379.09
2025-06-02T06:00:00.000000-0500,-346.96,346.96
2025-06-02T07:00:00.000000-0500,-369.08,369.08
2025-06-02T08:00:00.000000-0500,-412.95,412.95
2025-06-02T09:00:00.000000-0500,-471.92,471.92
2025-06-02T10:00:00.000000-0500,-420.38,420.38
2025-06-02T11:00:00.000000-0500,-424.92,424.92
2025-06-02T12:00:00.000000-0500,-447.69,447.69
2025-06-02T13:00:00.000000-0500,-490.05,490.05
2025-06-02T14:00:00.000000-0500,-476.06,476.06
2025-06-02T15:00:00.000000-0500,-497.38,497.38
2025-06-02T16:00:00.000000-0500,-524.92,524.92
2025-06-02T17:00:00.000000-0500,-592.35,592.35
2025-06-02T18:00:00.000000-0500,-692.84,692.84
2025-06-02T19:00:00.000000-0500,-567.76,567.76
2025-06-02T20:00:00.000000-0500,-390.56,390.56
2025-06-02T21:00:00.000000-0500,-431.69,431.69
2025-06-02T22:00:00.000000-0500,-417.41,417.41
2025-06-02T23:00:00.000000-0500,-842.35,842.35
2025-06-03T00:00:00.000000-0500,-631.32,631.32
2025-06-03T01:00:00.000000-0500,-622.1,622.1
2025-06-03T02:00:00.000000-0500,-625.82,625.82
2025-06-03T03:00:00.000000-0500,-635.25,635.25
2025-06-03T04:00:00.000000-0500,-638.3,638.3
2025-06-03T05:00:00.000000-0500,-626.42,626.42
2025-06-03T06:00:00.000000-0500,-1094.34,1094.34
2025-06-03T07:00:00.000000-0500,-791.01,791.01
2025-06-03T08:00:00.000000-0500,-892.55,892.55
2025-06-03T09:00:00.000000-0500,-1214.88,1214.88
2025-06-03T10:00:00.000000-0500,-1267.06,1267.06
2025-06-03T11:00:00.000000-0500,-1261.76,1261.76
2025-06-03T12:00:00.000000-0500,-1963.91,1963.91
2025-06-03T13:00:00.000000-0500,-2643.54,2643.54
2025-06-03T14:00:00.000000-0500,-3215.19,3215.19
2025-06-03T15:00:00.000000-0500,-3492.63,3492.63
2025-06-03T16:00:00.000000-0500,-3500.73,3500.73
2025-06-03T17:00:00.000000-0500,-3212.77,3212.77
2025-06-03T18:00:00.000000-0500,-3182.52,3182.52
2025-06-03T19:00:00.000000-0500,-2714.77,2714.77
2025-06-03T20:00:00.000000-0500,-1813.21,1813.21
2025-06-03T21:00:00.000000-0500,-1132.31,1132.31
2025-06-03T22:00:00.000000-0500,-854.7,854.7
2025-06-03T23:00:00.000000-0500,-73.81,73.81
2025-06-04T00:00:00.000000-0500,-73.98,73.98
2025-06-04T01:00:00.000000-0500,-70.14,70.14
2025-06-04T02:00:00.000000-0500,-54.02,54.02
2025-06-04T03:00:00.000000-0500,-54.19,54.19
2025-06-04T04:00:00.000000-0500,-92.87,92.87
2025-06-04T05:00:00.000000-0500,-186.35,186.35
2025-06-04T06:00:00.000000-0500,-228.63,228.63
2025-06-04T07:00:00.000000-0500,-282.45,282.45
2025-06-04T08:00:00.000000-0500,-381.35,381.35
2025-06-04T09:00:00.000000-0500,-398.7,398.7
2025-06-04T10:00:00.000000-0500,-493.59,493.59
2025-06-04T11:00:00.000000-0500,-682.71,682.71
2025-06-04T12:00:00.000000-0500,-1202.24,1202.24
2025-06-04T13:00:00.000000-0500,-2013.73,2013.73
2025-06-04T14:00:00.000000-0500,-2063,2063
2025-06-04T15:00:00.000000-0500,-1634.18,1634.18
2025-06-04T16:00:00.000000-0500,-2088.68,2088.68
2025-06-04T17:00:00.000000-0500,-1549.78,1549.78
2025-06-04T18:00:00.000000-0500,-1745.08,1745.08
2025-06-04T19:00:00.000000-0500,-1173.6,1173.6
2025-06-04T20:00:00.000000-0500,-880.01,880.01
2025-06-04T21:00:00.000000-0500,-374.88,374.88
2025-06-04T22:00:00.000000-0500,-304.38,304.38
2025-06-04T23:00:00.000000-0500,-308.81,308.81
2025-06-05T00:00:00.000000-0500,-287.33,287.33
2025-06-05T01:00:00.000000-0500,-172.68,172.68
2025-06-05T02:00:00.000000-0500,-132.97,132.97
2025-06-05T03:00:00.000000-0500,-160.95,160.95
2025-06-05T04:00:00.000000-0500,-482.24,482.24
2025-06-05T05:00:00.000000-0500,-1036.55,1036.55
2025-06-05T06:00:00.000000-0500,-846.68,846.68
2025-06-05T07:00:00.000000-0500,-785.38,785.38
2025-06-05T08:00:00.000000-0500,-887.81,887.81
2025-06-05T09:00:00.000000-0500,-1328.17,1328.17
2025-06-05T10:00:00.000000-0500,-2057.87,2057.87
2025-06-05T11:00:00.000000-0500,-2948.46,2948.46
2025-06-05T12:00:00.000000-0500,-3475.31,3475.31
2025-06-05T13:00:00.000000-0500,-3322.17,3322.17
2025-06-05T14:00:00.000000-0500,-3465.37,3465.37
2025-06-05T15:00:00.000000-0500,-3013.57,3013.57
2025-06-05T16:00:00.000000-0500,-3462.71,3462.71
2025-06-05T17:00:00.000000-0500,-3524.77,3524.77
2025-06-05T18:00:00.000000-0500,-2436.64,2436.64
2025-06-05T19:00:00.000000-0500,-2374.72,2374.72
2025-06-05T20:00:00.000000-0500,-2417.31,2417.31
2025-06-05T21:00:00.000000-0500,-3191.79,3191.79
2025-06-05T22:00:00.000000-0500,-1254.39,1254.39
2025-06-05T23:00:00.000000-0500,-564.77,564.77
2025-06-06T00:00:00.000000-0500,-444.91,444.91
2025-06-06T01:00:00.000000-0500,-259.46,259.46
2025-06-06T02:00:00.000000-0500,-249.48,249.48
2025-06-06T03:00:00.000000-0500,-227.84,227.84
2025-06-06T04:00:00.000000-0500,-401.84,401.84
2025-06-06T05:00:00.000000-0500,-736.26,736.26
2025-06-06T06:00:00.000000-0500,-696.79,696.79
2025-06-06T07:00:00.000000-0500,-610.08,610.08
2025-06-06T08:00:00.000000-0500,-559.08,559.08
2025-06-06T09:00:00.000000-0500,-540.2,540.2
2025-06-06T10:00:00.000000-0500,-627.94,627.94
2025-06-06T11:00:00.000000-0500,-812.95,812.95
2025-06-06T12:00:00.000000-0500,-1302.52,1302.52
2025-06-06T13:00:00.000000-0500,-1671.82,1671.82
2025-06-06T14:00:00.000000-0500,-2048.89,2048.89
2025-06-06T15:00:00.000000-0500,-2182.62,2182.62
2025-06-06T16:00:00.000000-0500,-2339.79,2339.79
2025-06-06T17:00:00.000000-0500,-1891.8,1891.8
2025-06-06T18:00:00.000000-0500,-1838.63,1838.63
2025-06-06T19:00:00.000000-0500,-1365.83,1365.83
2025-06-06T20:00:00.000000-0500,-1020.01,1020.01
2025-06-06T21:00:00.000000-0500,-678.2,678.2
2025-06-06T22:00:00.000000-0500,-423.69,423.69
2025-06-06T23:00:00.000000-0500,-645.86,645.86
2025-06-07T00:00:00.000000-0500,-578.13,578.13
2025-06-07T01:00:00.000000-0500,-590.97,590.97
2025-06-07T02:00:00.000000-0500,-611.7,611.7
2025-06-07T03:00:00.000000-0500,-535.69,535.69
2025-06-07T04:00:00.000000-0500,-504.42,504.42
2025-06-07T05:00:00.000000-0500,-573.66,573.66
2025-06-07T06:00:00.000000-0500,-658.34,658.34
2025-06-07T07:00:00.000000-0500,-737.33,737.33
2025-06-07T08:00:00.000000-0500,-760.66,760.66
2025-06-07T09:00:00.000000-0500,-906.88,906.88
2025-06-07T10:00:00.000000-0500,-989.23,989.23
2025-06-07T11:00:00.000000-0500,-1228.41,1228.41
2025-06-07T12:00:00.000000-0500,-1291.07,1291.07
2025-06-07T13:00:00.000000-0500,-1438.96,1438.96
2025-06-07T14:00:00.000000-0500,-1457.44,1457.44
2025-06-07T15:00:00.000000-0500,-1721.13,1721.13
2025-06-07T16:00:00.000000-0500,-1589.9,1589.9
2025-06-07T17:00:00.000000-0500,-1548.76,1548.76
2025-06-07T18:00:00.000000-0500,-1128.06,1128.06
2025-06-07T19:00:00.000000-0500,-1064.93,1064.93
2025-06-07T20:00:00.000000-0500,-865.02,865.02
2025-06-07T21:00:00.000000-0500,-711.92,711.92
2025-06-07T22:00:00.000000-0500,-623.52,623.52
2025-06-07T23:00:00.000000-0500,-225.94,225.94
2025-06-08T00:00:00.000000-0500,-191.04,191.04
2025-06-08T01:00:00.000000-0500,-171.86,171.86
2025-06-08T02:00:00.000000-0500,-128.98,128.98
2025-06-08T03:00:00.000000-0500,-118.36,118.36
2025-06-08T04:00:00.000000-0500,-120.92,120.92
2025-06-08T05:00:00.000000-0500,-115.33,115.33
2025-06-08T06:00:00.000000-0500,-148.72,148.72
2025-06-08T07:00:00.000000-0500,-190.13,190.13
2025-06-08T08:00:00.000000-0500,-253.85,253.85
2025-06-08T09:00:00.000000-0500,-287.93,287.93
2025-06-08T10:00:00.000000-0500,-443.33,443.33
2025-06-08T11:00:00.000000-0500,-529.95,529.95
2025-06-08T12:00:00.000000-0500,-685.96,685.96
2025-06-08T13:00:00.000000-0500,-893.14,893.14
2025-06-08T14:00:00.000000-0500,-1008.8,1008.8
2025-06-08T15:00:00.000000-0500,-1104.79,1104.79
2025-06-08T16:00:00.000000-0500,-1207.36,1207.36
2025-06-08T17:00:00.000000-0500,-1122.79,1122.79
2025-06-08T18:00:00.000000-0500,-833.56,833.56
2025-06-08T19:00:00.000000-0500,-732.01,732.01
2025-06-08T20:00:00.000000-0500,-520.61,520.61
2025-06-08T21:00:00.000000-0500,-497.23,497.23
