Datetime (HB),neg_shadow_price,shadow_price
2025-01-01T00:00:00.000000-0500,-182.49,182.49
2025-01-01T01:00:00.000000-0500,-164.61,164.61
2025-01-01T02:00:00.000000-0500,-187.4,187.4
2025-01-01T03:00:00.000000-0500,-204.85,204.85
2025-01-01T04:00:00.000000-0500,-147.24,147.24
2025-01-01T05:00:00.000000-0500,-370.68,370.68
2025-01-01T06:00:00.000000-0500,-222.34,222.34
2025-01-01T07:00:00.000000-0500,-223.86,223.86
2025-01-01T08:00:00.000000-0500,-125,125
2025-01-01T09:00:00.000000-0500,-43.02,43.02
2025-01-01T10:00:00.000000-0500,-81.12,81.12
2025-01-01T11:00:00.000000-0500,-72.74,72.74
2025-01-01T12:00:00.000000-0500,-79.41,79.41
2025-01-01T13:00:00.000000-0500,-80.46,80.46
2025-01-01T14:00:00.000000-0500,-72.48,72.48
2025-01-01T15:00:00.000000-0500,-87,87
2025-01-01T16:00:00.000000-0500,-133.73,133.73
2025-01-01T17:00:00.000000-0500,-147.33,147.33
2025-01-01T18:00:00.000000-0500,-150.12,150.12
2025-01-01T19:00:00.000000-0500,-144.4,144.4
2025-01-01T20:00:00.000000-0500,-124.76,124.76
2025-01-01T21:00:00.000000-0500,-111.83,111.83
2025-01-01T22:00:00.000000-0500,-91.23,91.23
2025-01-01T23:00:00.000000-0500,-89.94,89.94
2025-01-02T00:00:00.000000-0500,-89.36,89.36
2025-01-02T01:00:00.000000-0500,-82.51,82.51
2025-01-02T02:00:00.000000-0500,-80.25,80.25
2025-01-02T03:00:00.000000-0500,-80.04,80.04
2025-01-02T04:00:00.000000-0500,-85.54,85.54
2025-01-02T05:00:00.000000-0500,-115.18,115.18
2025-01-02T06:00:00.000000-0500,-241.32,241.32
2025-01-02T07:00:00.000000-0500,-323.1,323.1
2025-01-02T08:00:00.000000-0500,-180.49,180.49
2025-01-02T09:00:00.000000-0500,-120.64,120.64
2025-01-02T10:00:00.000000-0500,-146.45,146.45
2025-01-02T11:00:00.000000-0500,-153.34,153.34
2025-01-02T12:00:00.000000-0500,-131.98,131.98
2025-01-02T13:00:00.000000-0500,-123.3,123.3
2025-01-02T14:00:00.000000-0500,-150.24,150.24
2025-01-02T15:00:00.000000-0500,-234.78,234.78
2025-01-02T16:00:00.000000-0500,-172.88,172.88
2025-01-02T17:00:00.000000-0500,-298.97,298.97
2025-01-02T18:00:00.000000-0500,-286.73,286.73
2025-01-02T19:00:00.000000-0500,-172.21,172.21
2025-01-02T20:00:00.000000-0500,-190.44,190.44
2025-01-02T21:00:00.000000-0500,-184.67,184.67
2025-01-02T22:00:00.000000-0500,-122.22,122.22
2025-01-02T23:00:00.000000-0500,-120.13,120.13
2025-01-03T00:00:00.000000-0500,-241.42,241.42
2025-01-03T01:00:00.000000-0500,-250.24,250.24
2025-01-03T02:00:00.000000-0500,-264.31,264.31
2025-01-03T03:00:00.000000-0500,-273.71,273.71
2025-01-03T04:00:00.000000-0500,-288.88,288.88
2025-01-03T05:00:00.000000-0500,-330.24,330.24
2025-01-03T06:00:00.000000-0500,-472.54,472.54
2025-01-03T07:00:00.000000-0500,-557.4,557.4
2025-01-03T08:00:00.000000-0500,-454.03,454.03
2025-01-03T09:00:00.000000-0500,-329.07,329.07
2025-01-03T10:00:00.000000-0500,-287.24,287.24
2025-01-03T11:00:00.000000-0500,-292.44,292.44
2025-01-03T12:00:00.000000-0500,-283.34,283.34
2025-01-03T13:00:00.000000-0500,-291.26,291.26
2025-01-03T14:00:00.000000-0500,-495.14,495.14
2025-01-03T15:00:00.000000-0500,-477.01,477.01
2025-01-03T16:00:00.000000-0500,-320.31,320.31
2025-01-03T17:00:00.000000-0500,-320.86,320.86
2025-01-03T18:00:00.000000-0500,-386.47,386.47
2025-01-03T19:00:00.000000-0500,-327.96,327.96
2025-01-03T20:00:00.000000-0500,-250.69,250.69
2025-01-03T21:00:00.000000-0500,-216.72,216.72
2025-01-03T22:00:00.000000-0500,-155.62,155.62
2025-01-03T23:00:00.000000-0500,-171.67,171.67
2025-01-04T00:00:00.000000-0500,-257.63,257.63
2025-01-04T01:00:00.000000-0500,-319.85,319.85
2025-01-04T02:00:00.000000-0500,-351.78,351.78
2025-01-04T03:00:00.000000-0500,-353.45,353.45
2025-01-04T04:00:00.000000-0500,-290.43,290.43
2025-01-04T05:00:00.000000-0500,-416.64,416.64
2025-01-04T06:00:00.000000-0500,-573.71,573.71
2025-01-04T07:00:00.000000-0500,-583.31,583.31
2025-01-04T08:00:00.000000-0500,-478.48,478.48
2025-01-04T09:00:00.000000-0500,-437.96,437.96
2025-01-04T10:00:00.000000-0500,-389.18,389.18
2025-01-04T11:00:00.000000-0500,-399.59,399.59
2025-01-04T12:00:00.000000-0500,-358.49,358.49
2025-01-04T13:00:00.000000-0500,-349.42,349.42
2025-01-04T14:00:00.000000-0500,-401.07,401.07
2025-01-04T15:00:00.000000-0500,-400.17,400.17
2025-01-04T16:00:00.000000-0500,-616.98,616.98
2025-01-04T17:00:00.000000-0500,-1044.49,1044.49
2025-01-04T18:00:00.000000-0500,-786.39,786.39
2025-01-04T19:00:00.000000-0500,-744.07,744.07
2025-01-04T20:00:00.000000-0500,-793.82,793.82
2025-01-04T21:00:00.000000-0500,-604.97,604.97
2025-01-04T22:00:00.000000-0500,-554.39,554.39
2025-01-04T23:00:00.000000-0500,-843.22,843.22
2025-01-05T00:00:00.000000-0500,-298.66,298.66
2025-01-05T01:00:00.000000-0500,-303.46,303.46
2025-01-05T02:00:00.000000-0500,-300.25,300.25
2025-01-05T03:00:00.000000-0500,-304.24,304.24
2025-01-05T04:00:00.000000-0500,-392.46,392.46
2025-01-05T05:00:00.000000-0500,-504.18,504.18
2025-01-05T06:00:00.000000-0500,-822.5,822.5
2025-01-05T07:00:00.000000-0500,-853.28,853.28
2025-01-05T08:00:00.000000-0500,-538.56,538.56
2025-01-05T09:00:00.000000-0500,-325.19,325.19
2025-01-05T10:00:00.000000-0500,-269.33,269.33
2025-01-05T11:00:00.000000-0500,-311.1,311.1
2025-01-05T12:00:00.000000-0500,-301.33,301.33
2025-01-05T13:00:00.000000-0500,-327.96,327.96
2025-01-05T14:00:00.000000-0500,-292.01,292.01
2025-01-05T15:00:00.000000-0500,-232.27,232.27
2025-01-05T16:00:00.000000-0500,-442.3,442.3
2025-01-05T17:00:00.000000-0500,-638.17,638.17
2025-01-05T18:00:00.000000-0500,-667.86,667.86
2025-01-05T19:00:00.000000-0500,-653.65,653.65
2025-01-05T20:00:00.000000-0500,-668.47,668.47
2025-01-05T21:00:00.000000-0500,-542.69,542.69
2025-01-05T22:00:00.000000-0500,-451.52,451.52
2025-01-05T23:00:00.000000-0500,-398.39,398.39
2025-01-06T00:00:00.000000-0500,-514.58,514.58
2025-01-06T01:00:00.000000-0500,-501.15,501.15
2025-01-06T02:00:00.000000-0500,-496.22,496.22
2025-01-06T03:00:00.000000-0500,-445.51,445.51
2025-01-06T04:00:00.000000-0500,-496.54,496.54
2025-01-06T05:00:00.000000-0500,-707.6,707.6
2025-01-06T06:00:00.000000-0500,-1889.35,1889.35
2025-01-06T07:00:00.000000-0500,-2279.88,2279.88
2025-01-06T08:00:00.000000-0500,-2608.5,2608.5
2025-01-06T09:00:00.000000-0500,-2167.48,2167.48
2025-01-06T10:00:00.000000-0500,-2463.74,2463.74
2025-01-06T11:00:00.000000-0500,-2143.35,2143.35
2025-01-06T12:00:00.000000-0500,-2152.36,2152.36
2025-01-06T13:00:00.000000-0500,-2037.05,2037.05
2025-01-06T14:00:00.000000-0500,-1813.06,1813.06
2025-01-06T15:00:00.000000-0500,-1411.06,1411.06
2025-01-06T16:00:00.000000-0500,-1410.68,1410.68
2025-01-06T17:00:00.000000-0500,-1769.09,1769.09
2025-01-06T18:00:00.000000-0500,-1929.96,1929.96
2025-01-06T19:00:00.000000-0500,-1650.82,1650.82
2025-01-06T20:00:00.000000-0500,-1273.26,1273.26
2025-01-06T21:00:00.000000-0500,-614.59,614.59
2025-01-06T22:00:00.000000-0500,-450.61,450.61
2025-01-06T23:00:00.000000-0500,-241.9,241.9
2025-01-07T00:00:00.000000-0500,-100.65,100.65
2025-01-07T01:00:00.000000-0500,-141.69,141.69
2025-01-07T02:00:00.000000-0500,-124.68,124.68
2025-01-07T03:00:00.000000-0500,-170.08,170.08
2025-01-07T04:00:00.000000-0500,-223.3,223.3
2025-01-07T05:00:00.000000-0500,-305.25,305.25
2025-01-07T06:00:00.000000-0500,-1564.43,1564.43
2025-01-07T07:00:00.000000-0500,-1141.23,1141.23
2025-01-07T08:00:00.000000-0500,-796.47,796.47
2025-01-07T09:00:00.000000-0500,-669.91,669.91
2025-01-07T10:00:00.000000-0500,-537.02,537.02
2025-01-07T11:00:00.000000-0500,-398.51,398.51
2025-01-07T12:00:00.000000-0500,-381.58,381.58
2025-01-07T13:00:00.000000-0500,-518.47,518.47
2025-01-07T14:00:00.000000-0500,-454.45,454.45
2025-01-07T15:00:00.000000-0500,-306.3,306.3
2025-01-07T16:00:00.000000-0500,-376.76,376.76
2025-01-07T17:00:00.000000-0500,-922.15,922.15
2025-01-07T18:00:00.000000-0500,-902.81,902.81
2025-01-07T19:00:00.000000-0500,-824.21,824.21
2025-01-07T20:00:00.000000-0500,-948.56,948.56
2025-01-07T21:00:00.000000-0500,-670.02,670.02
2025-01-07T22:00:00.000000-0500,-342.3,342.3
2025-01-07T23:00:00.000000-0500,-324.68,324.68
2025-01-08T00:00:00.000000-0500,-426.43,426.43
2025-01-08T01:00:00.000000-0500,-542.17,542.17
2025-01-08T02:00:00.000000-0500,-517.2,517.2
2025-01-08T03:00:00.000000-0500,-649.69,649.69
2025-01-08T04:00:00.000000-0500,-686.04,686.04
2025-01-08T05:00:00.000000-0500,-1030.9,1030.9
2025-01-08T06:00:00.000000-0500,-1979.93,1979.93
2025-01-08T07:00:00.000000-0500,-2887.17,2887.17
2025-01-08T08:00:00.000000-0500,-1350.4,1350.4
2025-01-08T09:00:00.000000-0500,-1179.76,1179.76
2025-01-08T10:00:00.000000-0500,-810.91,810.91
2025-01-08T11:00:00.000000-0500,-774.31,774.31
2025-01-08T12:00:00.000000-0500,-753.52,753.52
2025-01-08T13:00:00.000000-0500,-678.73,678.73
2025-01-08T14:00:00.000000-0500,-653.69,653.69
2025-01-08T15:00:00.000000-0500,-397.6,397.6
2025-01-08T16:00:00.000000-0500,-582.23,582.23
2025-01-08T17:00:00.000000-0500,-1433.19,1433.19
2025-01-08T18:00:00.000000-0500,-1140.32,1140.32
2025-01-08T19:00:00.000000-0500,-931.05,931.05
2025-01-08T20:00:00.000000-0500,-831.22,831.22
2025-01-08T21:00:00.000000-0500,-557.4,557.4
2025-01-08T22:00:00.000000-0500,-316.93,316.93
2025-01-08T23:00:00.000000-0500,-387.56,387.56
2025-01-09T00:00:00.000000-0500,-783.26,783.26
2025-01-09T01:00:00.000000-0500,-714.71,714.71
2025-01-09T02:00:00.000000-0500,-681.76,681.76
2025-01-09T03:00:00.000000-0500,-803.93,803.93
2025-01-09T04:00:00.000000-0500,-1021.45,1021.45
2025-01-09T05:00:00.000000-0500,-1402.18,1402.18
2025-01-09T06:00:00.000000-0500,-2904.41,2904.41
2025-01-09T07:00:00.000000-0500,-3357.29,3357.29
2025-01-09T08:00:00.000000-0500,-2048.13,2048.13
2025-01-09T09:00:00.000000-0500,-917.61,917.61
2025-01-09T10:00:00.000000-0500,-682.83,682.83
2025-01-09T11:00:00.000000-0500,-801.82,801.82
2025-01-09T12:00:00.000000-0500,-585,585
2025-01-09T13:00:00.000000-0500,-313.87,313.87
2025-01-09T14:00:00.000000-0500,-385.13,385.13
2025-01-09T15:00:00.000000-0500,-406.2,406.2
2025-01-09T16:00:00.000000-0500,-789.7,789.7
2025-01-09T17:00:00.000000-0500,-2155.3,2155.3
2025-01-09T18:00:00.000000-0500,-2113.48,2113.48
2025-01-09T19:00:00.000000-0500,-1932.77,1932.77
2025-01-09T20:00:00.000000-0500,-1824.23,1824.23
2025-01-09T21:00:00.000000-0500,-1523.29,1523.29
2025-01-09T22:00:00.000000-0500,-1112.7,1112.7
2025-01-09T23:00:00.000000-0500,-1235.94,1235.94
2025-01-10T00:00:00.000000-0500,-743.46,743.46
2025-01-10T01:00:00.000000-0500,-636.7,636.7
2025-01-10T02:00:00.000000-0500,-692.46,692.46
2025-01-10T03:00:00.000000-0500,-699.76,699.76
2025-01-10T04:00:00.000000-0500,-616.08,616.08
2025-01-10T05:00:00.000000-0500,-862.63,862.63
2025-01-10T06:00:00.000000-0500,-1824.52,1824.52
2025-01-10T07:00:00.000000-0500,-2056.67,2056.67
2025-01-10T08:00:00.000000-0500,-1103.18,1103.18
2025-01-10T09:00:00.000000-0500,-890.34,890.34
2025-01-10T10:00:00.000000-0500,-399.34,399.34
2025-01-10T11:00:00.000000-0500,-350.06,350.06
2025-01-10T12:00:00.000000-0500,-240.75,240.75
2025-01-10T13:00:00.000000-0500,-171.75,171.75
2025-01-10T14:00:00.000000-0500,-249.97,249.97
2025-01-10T15:00:00.000000-0500,-178.92,178.92
2025-01-10T16:00:00.000000-0500,-284.34,284.34
2025-01-10T17:00:00.000000-0500,-522.88,522.88
2025-01-10T18:00:00.000000-0500,-406.74,406.74
2025-01-10T19:00:00.000000-0500,-195.01,195.01
2025-01-10T20:00:00.000000-0500,-133.55,133.55
2025-01-10T21:00:00.000000-0500,-90.97,90.97
2025-01-10T22:00:00.000000-0500,-80.93,80.93
2025-01-10T23:00:00.000000-0500,-64.8,64.8
2025-01-11T00:00:00.000000-0500,-740.33,740.33
2025-01-11T01:00:00.000000-0500,-646.19,646.19
2025-01-11T02:00:00.000000-0500,-673.9,673.9
2025-01-11T03:00:00.000000-0500,-694.22,694.22
2025-01-11T04:00:00.000000-0500,-626.86,626.86
2025-01-11T05:00:00.000000-0500,-615.86,615.86
2025-01-11T06:00:00.000000-0500,-691.11,691.11
2025-01-11T07:00:00.000000-0500,-443.6,443.6
2025-01-11T08:00:00.000000-0500,-266.51,266.51
2025-01-11T09:00:00.000000-0500,-199.5,199.5
2025-01-11T10:00:00.000000-0500,-335.81,335.81
2025-01-11T11:00:00.000000-0500,-347.58,347.58
2025-01-11T12:00:00.000000-0500,-341.04,341.04
2025-01-11T13:00:00.000000-0500,-345.57,345.57
2025-01-11T14:00:00.000000-0500,-354.28,354.28
2025-01-11T15:00:00.000000-0500,-296.99,296.99
2025-01-11T16:00:00.000000-0500,-336.94,336.94
2025-01-11T17:00:00.000000-0500,-506.87,506.87
2025-01-11T18:00:00.000000-0500,-473.87,473.87
2025-01-11T19:00:00.000000-0500,-693.01,693.01
2025-01-11T20:00:00.000000-0500,-815.57,815.57
2025-01-11T21:00:00.000000-0500,-832.77,832.77
2025-01-11T22:00:00.000000-0500,-747.04,747.04
2025-01-11T23:00:00.000000-0500,-1000.05,1000.05
2025-01-12T00:00:00.000000-0500,-753.64,753.64
2025-01-12T01:00:00.000000-0500,-826.87,826.87
2025-01-12T02:00:00.000000-0500,-808.66,808.66
2025-01-12T03:00:00.000000-0500,-882.18,882.18
2025-01-12T04:00:00.000000-0500,-768.54,768.54
2025-01-12T05:00:00.000000-0500,-846.04,846.04
2025-01-12T06:00:00.000000-0500,-1144.22,1144.22
2025-01-12T07:00:00.000000-0500,-1059.14,1059.14
2025-01-12T08:00:00.000000-0500,-866.79,866.79
2025-01-12T09:00:00.000000-0500,-416.64,416.64
2025-01-12T10:00:00.000000-0500,-381.88,381.88
2025-01-12T11:00:00.000000-0500,-376.41,376.41
2025-01-12T12:00:00.000000-0500,-335.35,335.35
2025-01-12T13:00:00.000000-0500,-437.83,437.83
2025-01-12T14:00:00.000000-0500,-444.92,444.92
2025-01-12T15:00:00.000000-0500,-426.54,426.54
2025-01-12T16:00:00.000000-0500,-483.32,483.32
2025-01-12T17:00:00.000000-0500,-543.92,543.92
2025-01-12T18:00:00.000000-0500,-459.92,459.92
2025-01-12T19:00:00.000000-0500,-457.22,457.22
2025-01-12T20:00:00.000000-0500,-409.1,409.1
2025-01-12T21:00:00.000000-0500,-344.51,344.51
2025-01-12T22:00:00.000000-0500,-345.6,345.6
2025-01-12T23:00:00.000000-0500,-415.37,415.37
2025-01-13T00:00:00.000000-0500,-679.11,679.11
2025-01-13T01:00:00.000000-0500,-706.24,706.24
2025-01-13T02:00:00.000000-0500,-800.14,800.14
2025-01-13T03:00:00.000000-0500,-733.35,733.35
2025-01-13T04:00:00.000000-0500,-607.17,607.17
2025-01-13T05:00:00.000000-0500,-737.63,737.63
2025-01-13T06:00:00.000000-0500,-1168.73,1168.73
2025-01-13T07:00:00.000000-0500,-1353.55,1353.55
2025-01-13T08:00:00.000000-0500,-755.56,755.56
2025-01-13T09:00:00.000000-0500,-486.43,486.43
2025-01-13T10:00:00.000000-0500,-499.12,499.12
2025-01-13T11:00:00.000000-0500,-428.94,428.94
2025-01-13T12:00:00.000000-0500,-383.15,383.15
2025-01-13T13:00:00.000000-0500,-361.52,361.52
2025-01-13T14:00:00.000000-0500,-346.41,346.41
2025-01-13T15:00:00.000000-0500,-303.49,303.49
2025-01-13T16:00:00.000000-0500,-376.21,376.21
2025-01-13T17:00:00.000000-0500,-633.02,633.02
2025-01-13T18:00:00.000000-0500,-657.81,657.81
2025-01-13T19:00:00.000000-0500,-606.39,606.39
2025-01-13T20:00:00.000000-0500,-490.66,490.66
2025-01-13T21:00:00.000000-0500,-403.45,403.45
2025-01-13T22:00:00.000000-0500,-350.21,350.21
2025-01-13T23:00:00.000000-0500,-402.32,402.32
2025-01-14T00:00:00.000000-0500,-869.3,869.3
2025-01-14T01:00:00.000000-0500,-892.31,892.31
2025-01-14T02:00:00.000000-0500,-885.59,885.59
2025-01-14T03:00:00.000000-0500,-915.06,915.06
2025-01-14T04:00:00.000000-0500,-1237.63,1237.63
2025-01-14T05:00:00.000000-0500,-1598.23,1598.23
2025-01-14T06:00:00.000000-0500,-1330.69,1330.69
2025-01-14T07:00:00.000000-0500,-1297.11,1297.11
2025-01-14T08:00:00.000000-0500,-929.8,929.8
2025-01-14T09:00:00.000000-0500,-477.88,477.88
2025-01-14T10:00:00.000000-0500,-537.71,537.71
2025-01-14T11:00:00.000000-0500,-541.99,541.99
2025-01-14T12:00:00.000000-0500,-560.32,560.32
2025-01-14T13:00:00.000000-0500,-574.5,574.5
2025-01-14T14:00:00.000000-0500,-524.1,524.1
2025-01-14T15:00:00.000000-0500,-597.76,597.76
2025-01-14T16:00:00.000000-0500,-807.96,807.96
2025-01-14T17:00:00.000000-0500,-1322.23,1322.23
2025-01-14T18:00:00.000000-0500,-958.99,958.99
2025-01-14T19:00:00.000000-0500,-983.44,983.44
2025-01-14T20:00:00.000000-0500,-626.8,626.8
2025-01-14T21:00:00.000000-0500,-525.97,525.97
2025-01-14T22:00:00.000000-0500,-477.78,477.78
2025-01-14T23:00:00.000000-0500,-862.46,862.46
2025-01-15T00:00:00.000000-0500,-744.53,744.53
2025-01-15T01:00:00.000000-0500,-840.81,840.81
2025-01-15T02:00:00.000000-0500,-823.59,823.59
2025-01-15T03:00:00.000000-0500,-936.3,936.3
2025-01-15T04:00:00.000000-0500,-923.53,923.53
2025-01-15T05:00:00.000000-0500,-1101.7,1101.7
2025-01-15T06:00:00.000000-0500,-1623.02,1623.02
2025-01-15T07:00:00.000000-0500,-2404.3,2404.3
2025-01-15T08:00:00.000000-0500,-1828.37,1828.37
2025-01-15T09:00:00.000000-0500,-1039.57,1039.57
2025-01-15T10:00:00.000000-0500,-917.68,917.68
2025-01-15T11:00:00.000000-0500,-858.32,858.32
2025-01-15T12:00:00.000000-0500,-993.66,993.66
2025-01-15T13:00:00.000000-0500,-821.99,821.99
2025-01-15T14:00:00.000000-0500,-873.46,873.46
2025-01-15T15:00:00.000000-0500,-1042.79,1042.79
2025-01-15T16:00:00.000000-0500,-1481.6,1481.6
2025-01-15T17:00:00.000000-0500,-2171.98,2171.98
2025-01-15T18:00:00.000000-0500,-2209.22,2209.22
2025-01-15T19:00:00.000000-0500,-1913.38,1913.38
2025-01-15T20:00:00.000000-0500,-1712.74,1712.74
2025-01-15T21:00:00.000000-0500,-1706.11,1706.11
2025-01-15T22:00:00.000000-0500,-1471.84,1471.84
2025-01-15T23:00:00.000000-0500,-1593.13,1593.13
2025-01-16T00:00:00.000000-0500,-1861.11,1861.11
2025-01-16T01:00:00.000000-0500,-1958.6,1958.6
2025-01-16T02:00:00.000000-0500,-2034.29,2034.29
2025-01-16T03:00:00.000000-0500,-1995.98,1995.98
2025-01-16T04:00:00.000000-0500,-2153.06,2153.06
2025-01-16T05:00:00.000000-0500,-2263.53,2263.53
2025-01-16T06:00:00.000000-0500,-3048.09,3048.09
2025-01-16T07:00:00.000000-0500,-3293.41,3293.41
2025-01-16T08:00:00.000000-0500,-2201.85,2201.85
2025-01-16T09:00:00.000000-0500,-1814.12,1814.12
2025-01-16T10:00:00.000000-0500,-1732.04,1732.04
2025-01-16T11:00:00.000000-0500,-1637.56,1637.56
2025-01-16T12:00:00.000000-0500,-1710.65,1710.65
2025-01-16T13:00:00.000000-0500,-1961.66,1961.66
2025-01-16T14:00:00.000000-0500,-1772.47,1772.47
2025-01-16T15:00:00.000000-0500,-1753.9,1753.9
2025-01-16T16:00:00.000000-0500,-1704.42,1704.42
2025-01-16T17:00:00.000000-0500,-1408.18,1408.18
2025-01-16T18:00:00.000000-0500,-1231.37,1231.37
2025-01-16T19:00:00.000000-0500,-1221.76,1221.76
2025-01-16T20:00:00.000000-0500,-1167.47,1167.47
2025-01-16T21:00:00.000000-0500,-1041.92,1041.92
2025-01-16T22:00:00.000000-0500,-946.7,946.7
2025-01-16T23:00:00.000000-0500,-779.4,779.4
2025-01-17T00:00:00.000000-0500,-305.68,305.68
2025-01-17T01:00:00.000000-0500,-337.99,337.99
2025-01-17T02:00:00.000000-0500,-340.45,340.45
2025-01-17T03:00:00.000000-0500,-404.54,404.54
2025-01-17T04:00:00.000000-0500,-491.72,491.72
2025-01-17T05:00:00.000000-0500,-717.7,717.7
2025-01-17T06:00:00.000000-0500,-1086.58,1086.58
2025-01-17T07:00:00.000000-0500,-1091.78,1091.78
2025-01-17T08:00:00.000000-0500,-999.38,999.38
2025-01-17T09:00:00.000000-0500,-622.08,622.08
2025-01-17T10:00:00.000000-0500,-523.28,523.28
2025-01-17T11:00:00.000000-0500,-482.09,482.09
2025-01-17T12:00:00.000000-0500,-408.19,408.19
2025-01-17T13:00:00.000000-0500,-407.7,407.7
2025-01-17T14:00:00.000000-0500,-397.13,397.13
2025-01-17T15:00:00.000000-0500,-408,408
2025-01-17T16:00:00.000000-0500,-423.35,423.35
2025-01-17T17:00:00.000000-0500,-505.34,505.34
2025-01-17T18:00:00.000000-0500,-655.45,655.45
2025-01-17T19:00:00.000000-0500,-559.59,559.59
2025-01-17T20:00:00.000000-0500,-566.77,566.77
2025-01-17T21:00:00.000000-0500,-471.29,471.29
2025-01-17T22:00:00.000000-0500,-444.52,444.52
2025-01-17T23:00:00.000000-0500,-597.14,597.14
2025-01-18T00:00:00.000000-0500,-531.46,531.46
2025-01-18T01:00:00.000000-0500,-559.59,559.59
2025-01-18T02:00:00.000000-0500,-573.98,573.98
2025-01-18T03:00:00.000000-0500,-657.59,657.59
2025-01-18T04:00:00.000000-0500,-644.45,644.45
2025-01-18T05:00:00.000000-0500,-725.77,725.77
2025-01-18T06:00:00.000000-0500,-705.78,705.78
2025-01-18T07:00:00.000000-0500,-665.15,665.15
2025-01-18T08:00:00.000000-0500,-624.17,624.17
2025-01-18T09:00:00.000000-0500,-699.04,699.04
2025-01-18T10:00:00.000000-0500,-1071.91,1071.91
2025-01-18T11:00:00.000000-0500,-949.58,949.58
2025-01-18T12:00:00.000000-0500,-750.17,750.17
2025-01-18T13:00:00.000000-0500,-485.26,485.26
2025-01-18T14:00:00.000000-0500,-414.19,414.19
2025-01-18T15:00:00.000000-0500,-397.25,397.25
2025-01-18T16:00:00.000000-0500,-409.63,409.63
2025-01-18T17:00:00.000000-0500,-459.46,459.46
2025-01-18T18:00:00.000000-0500,-404.28,404.28
2025-01-18T19:00:00.000000-0500,-417.29,417.29
2025-01-18T20:00:00.000000-0500,-363.46,363.46
2025-01-18T21:00:00.000000-0500,-346.43,346.43
2025-01-18T22:00:00.000000-0500,-348.65,348.65
2025-01-18T23:00:00.000000-0500,-341.8,341.8
2025-01-19T00:00:00.000000-0500,-580.06,580.06
2025-01-19T01:00:00.000000-0500,-557.15,557.15
2025-01-19T02:00:00.000000-0500,-583.93,583.93
2025-01-19T03:00:00.000000-0500,-620.66,620.66
2025-01-19T04:00:00.000000-0500,-609.31,609.31
2025-01-19T05:00:00.000000-0500,-675.14,675.14
2025-01-19T06:00:00.000000-0500,-829.52,829.52
2025-01-19T07:00:00.000000-0500,-986.4,986.4
2025-01-19T08:00:00.000000-0500,-900.94,900.94
2025-01-19T09:00:00.000000-0500,-880.27,880.27
2025-01-19T10:00:00.000000-0500,-1703.17,1703.17
2025-01-19T11:00:00.000000-0500,-1724.83,1724.83
2025-01-19T12:00:00.000000-0500,-1793.66,1793.66
2025-01-19T13:00:00.000000-0500,-1741.57,1741.57
2025-01-19T14:00:00.000000-0500,-1939.71,1939.71
2025-01-19T15:00:00.000000-0500,-2020.72,2020.72
2025-01-19T16:00:00.000000-0500,-1919.27,1919.27
2025-01-19T17:00:00.000000-0500,-2986.75,2986.75
2025-01-19T18:00:00.000000-0500,-1678.71,1678.71
2025-01-19T19:00:00.000000-0500,-1552.9,1552.9
2025-01-19T20:00:00.000000-0500,-1353.76,1353.76
2025-01-19T21:00:00.000000-0500,-1511,1511
2025-01-19T22:00:00.000000-0500,-1013.4,1013.4
2025-01-19T23:00:00.000000-0500,-1554.65,1554.65
2025-01-20T00:00:00.000000-0500,-1229.55,1229.55
2025-01-20T01:00:00.000000-0500,-1139.2,1139.2
2025-01-20T02:00:00.000000-0500,-1354.14,1354.14
2025-01-20T03:00:00.000000-0500,-1826.06,1826.06
2025-01-20T04:00:00.000000-0500,-1030.54,1030.54
2025-01-20T05:00:00.000000-0500,-1423.19,1423.19
2025-01-20T06:00:00.000000-0500,-2622.27,2622.27
2025-01-20T07:00:00.000000-0500,-1869.98,1869.98
2025-01-20T08:00:00.000000-0500,-1599.98,1599.98
2025-01-20T09:00:00.000000-0500,-1222.88,1222.88
2025-01-20T10:00:00.000000-0500,-3732.25,3732.25
2025-01-20T11:00:00.000000-0500,-3790.82,3790.82
2025-01-20T12:00:00.000000-0500,-3642.49,3642.49
2025-01-20T13:00:00.000000-0500,-4635.74,4635.74
2025-01-20T14:00:00.000000-0500,-5275.33,5275.33
2025-01-20T15:00:00.000000-0500,-6095.67,6095.67
2025-01-20T16:00:00.000000-0500,-6144.65,6144.65
2025-01-20T17:00:00.000000-0500,-5367.28,5367.28
2025-01-20T18:00:00.000000-0500,-5273.76,5273.76
2025-01-20T19:00:00.000000-0500,-5002.76,5002.76
2025-01-20T20:00:00.000000-0500,-4620.13,4620.13
2025-01-20T21:00:00.000000-0500,-4349.41,4349.41
2025-01-20T22:00:00.000000-0500,-3617.19,3617.19
2025-01-20T23:00:00.000000-0500,-2682.25,2682.25
2025-01-21T00:00:00.000000-0500,-998.46,998.46
2025-01-21T01:00:00.000000-0500,-1048.26,1048.26
2025-01-21T02:00:00.000000-0500,-1094.3,1094.3
2025-01-21T03:00:00.000000-0500,-1054.56,1054.56
2025-01-21T04:00:00.000000-0500,-1134.72,1134.72
2025-01-21T05:00:00.000000-0500,-1589.51,1589.51
2025-01-21T06:00:00.000000-0500,-1839.77,1839.77
2025-01-21T07:00:00.000000-0500,-1374.88,1374.88
2025-01-21T08:00:00.000000-0500,-643.17,643.17
2025-01-21T09:00:00.000000-0500,-264.71,264.71
